what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369114202
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369115849
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272369116500
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1272369121642
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369121728
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369122654
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369125551
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369135921
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369152115
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369156993
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369185090
error,log,,,"Error logged from Debug Core: ",1272369185360
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369197015
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369197907
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369202631
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369212082
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369213793
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272369214431
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1272369215863
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369215947
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369216680
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369222277
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369390818
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369391296
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369392063
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369394555
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369394794
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369403866
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369413032
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272369413548
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1272369415437
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369423595
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369426334
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369468869
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369478381
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369478901
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369491053
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369537632
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369539294
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272369539877
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1272369542362
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369547855
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369556465
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369711922
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272369713237
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370578637
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370580505
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370591694
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370591942
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370592577
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370593033
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370593912
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272370602573
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370603208
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1272370604861
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370605990
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370607240
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370625366
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370627091
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370781967
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272370783682
